uniprotkb	uniprotkb	proteinName	proteinName	PubmedID	Evidence
Q92547	P04637	TOPBP1	TP53	NA	STRING score: 733
Q99728	P04637	BARD1	TP53	NA	STRING score: 996
O75874	P04637	IDH1	TP53	NA	STRING score: 795
P51948	P04637	MNAT1	TP53	NA	STRING score: 964
P30279	P04637	CCND2	TP53	NA	STRING score: 768
Q86YT6	P04637	MIB1	TP53	NA	STRING score: 786
P12830	P04637	CDH1	TP53	NA	STRING score: 904
P09619	P04637	PDGFRB	TP53	NA	STRING score: 911
Q9GZX9	P04637	TWSG1	TP53	NA	STRING score: 782
Q08999	P04637	RBL2	TP53	NA	STRING score: 710
Q15796	P04637	SMAD2	TP53	NA	STRING score: 822
P25490	P04637	YY1	TP53	NA	STRING score: 998
P22079	P00390	LPO	GSR	NA	STRING score: 712
O15169	P04637	AXIN1	TP53	NA	STRING score: 930
Q92793	P04637	CREBBP	TP53	NA	STRING score: 999
Q96EY1	P04637	DNAJA3	TP53	NA	STRING score: 841
P24864	P04637	CCNE1	TP53	NA	STRING score: 804
P42773	P04637	CDKN2C	TP53	NA	STRING score: 740
P55199	P04637	ELL	TP53	NA	STRING score: 817
P18887	P04637	XRCC1	TP53	NA	STRING score: 900
O00716	P04637	E2F3	TP53	NA	STRING score: 790
Q8N2W9	P04637	PIAS4	TP53	NA	STRING score: 897
Q8N2W9	Q12888	PIAS4	TP53BP1	NA	STRING score: 923
P55060	Q53FA7	CSE1L	TP53I3	NA	STRING score: 952
P55060	P04637	CSE1L	TP53	NA	STRING score: 794
P27361	P04637	MAPK3	TP53	NA	STRING score: 743
Q9BZG8	P04637	DPH1	TP53	NA	STRING score: 747
Q12824	P04637	SMARCB1	TP53	NA	STRING score: 706
Q8WYQ5	P04637	DGCR8	TP53	NA	STRING score: 918
P08247	P04637	SYP	TP53	NA	STRING score: 760
Q09472	P04637	EP300	TP53	NA	STRING score: 999
Q13489	P04637	BIRC3	TP53	NA	STRING score: 805
Q99856	P04637	ARID3A	TP53	NA	STRING score: 992
P08246	P04637	ELANE	TP53	NA	STRING score: 800
Q53T94	P04637	TAF1B	TP53	NA	STRING score: 710
Q969G2	P01241	LHX4	GH1	NA	STRING score: 741
P16422	P04637	EPCAM	TP53	NA	STRING score: 832
Q92831	P04637	KAT2B	TP53	NA	STRING score: 999
P42336	P04637	PIK3CA	TP53	NA	STRING score: 990
Q16514	P04637	TAF12	TP53	NA	STRING score: 899
Q15223	P01241	PVRL1	GH1	NA	STRING score: 764
P15336	P04637	ATF2	TP53	NA	STRING score: 773
P62258	P04637	YWHAE	TP53	NA	STRING score: 737
P56524	Q12888	HDAC4	TP53BP1	NA	STRING score: 782
P00450	P00390	CP	GSR	NA	STRING score: 710
P40763	P04637	STAT3	TP53	NA	STRING score: 908
Q13423	P00390	NNT	GSR	NA	STRING score: 766
Q9H3D4	P04637	TP63	TP53	NA	STRING score: 985
Q9H3D4	Q13625	TP63	TP53BP2	NA	STRING score: 834
Q9H3D4	Q12888	TP63	TP53BP1	NA	STRING score: 782
P05362	P04637	ICAM1	TP53	NA	STRING score: 832
Q9UBK2	P04637	PPARGC1A	TP53	NA	STRING score: 923
Q9NS91	Q12888	RAD18	TP53BP1	NA	STRING score: 717
P13611	P04637	VCAN	TP53	NA	STRING score: 917
P55212	P04637	CASP6	TP53	NA	STRING score: 935
Q92878	P04637	RAD50	TP53	NA	STRING score: 788
Q92878	Q12888	RAD50	TP53BP1	NA	STRING score: 816
Q14999	P04637	CUL7	TP53	NA	STRING score: 885
P30044	P00390	PRDX5	GSR	NA	STRING score: 845
Q99735	P00390	MGST2	GSR	NA	STRING score: 912
P41145	Q8IXH6	OPRK1	TP53INP2	NA	STRING score: 786
Q92794	P04637	KAT6A	TP53	NA	STRING score: 710
P08183	P04637	ABCB1	TP53	NA	STRING score: 959
Q00534	P04637	CDK6	TP53	NA	STRING score: 821
Q8IX12	P04637	CCAR1	TP53	NA	STRING score: 744
O60477	P04637	DBC1	TP53	NA	STRING score: 707
P32780	P04637	GTF2H1	TP53	NA	STRING score: 997
P24941	P04637	CDK2	TP53	NA	STRING score: 999
P06400	P04637	RB1	TP53	NA	STRING score: 999
Q9NR28	P04637	DIABLO	TP53	NA	STRING score: 768
P30872	P01241	SSTR1	GH1	NA	STRING score: 803
Q00796	P00390	SORD	GSR	NA	STRING score: 789
Q06609	P04637	RAD51	TP53	NA	STRING score: 998
Q06609	Q12888	RAD51	TP53BP1	NA	STRING score: 778
P13804	P04637	ETFA	TP53	NA	STRING score: 772
P08069	P04637	IGF1R	TP53	NA	STRING score: 935
P29590	P04637	PML	TP53	NA	STRING score: 999
O75376	P04637	NCOR1	TP53	NA	STRING score: 701
Q9UNS2	P04637	COPS3	TP53	NA	STRING score: 814
Q00610	P04637	CLTC	TP53	NA	STRING score: 844
P18509	P04637	ADCYAP1	TP53	NA	STRING score: 800
Q9C000	P00390	NLRP1	GSR	NA	STRING score: 762
P04637	P31270	TP53	HOXA11	NA	STRING score: 815
P04637	P78423	TP53	CX3CL1	NA	STRING score: 899
P04637	P21926	TP53	CD9	NA	STRING score: 931
P04637	P15531	TP53	NME1	NA	STRING score: 962
P04637	Q8NFJ5	TP53	GPRC5A	NA	STRING score: 817
P04637	O43623	TP53	SNAI2	NA	STRING score: 920
P04637	Q8TDY2	TP53	RB1CC1	NA	STRING score: 866
P04637	Q96G74	TP53	OTUD5	NA	STRING score: 927
P04637	P20749	TP53	BCL3	NA	STRING score: 870
P04637	P02533	TP53	KRT14	NA	STRING score: 768
P04637	P35900	TP53	KRT20	NA	STRING score: 782
P04637	P08138	TP53	NGFR	NA	STRING score: 917
P04637	Q9NQ88	TP53	C12orf5	NA	STRING score: 979
P04637	O76076	TP53	WISP2	NA	STRING score: 829
P04637	Q92754	TP53	TFAP2C	NA	STRING score: 735
P04637	Q96KQ4	TP53	PPP1R13B	NA	STRING score: 997
P04637	Q8IW41	TP53	MAPKAPK5	NA	STRING score: 724
P04637	P03372	TP53	ESR1	NA	STRING score: 985
P04637	Q99741	TP53	CDC6	NA	STRING score: 811
P04637	O15264	TP53	MAPK13	NA	STRING score: 815
P04637	Q96EB6	TP53	SIRT1	NA	STRING score: 999
P04637	P19388	TP53	POLR2E	NA	STRING score: 915
P04637	O75293	TP53	GADD45B	NA	STRING score: 747
P04637	P53778	TP53	MAPK12	NA	STRING score: 800
P04637	P14174	TP53	MIF	NA	STRING score: 701
P04637	P28482	TP53	MAPK1	NA	STRING score: 975
P04637	Q13686	TP53	ALKBH1	NA	STRING score: 817
P04637	P46663	TP53	BDKRB1	NA	STRING score: 800
P04637	Q99986	TP53	VRK1	NA	STRING score: 995
P04637	P27695	TP53	APEX1	NA	STRING score: 965
P04637	P25963	TP53	NFKBIA	NA	STRING score: 933
P04637	O14965	TP53	AURKA	NA	STRING score: 998
P04637	P68400	TP53	CSNK2A1	NA	STRING score: 849
P04637	Q16594	TP53	TAF9	NA	STRING score: 997
P04637	O75832	TP53	PSMD10	NA	STRING score: 975
P04637	P51784	TP53	USP11	NA	STRING score: 936
P04637	Q9UNF1	TP53	MAGED2	NA	STRING score: 827
P04637	Q8NEM7	TP53	FAM48A	NA	STRING score: 826
P04637	P78549	TP53	NTHL1	NA	STRING score: 821
P04637	P08253	TP53	MMP2	NA	STRING score: 982
P04637	P19387	TP53	POLR2C	NA	STRING score: 911
P04637	P49815	TP53	TSC2	NA	STRING score: 922
P04637	Q9HAW0	TP53	BRF2	NA	STRING score: 795
P04637	O00220	TP53	TNFRSF10A	NA	STRING score: 995
P04637	Q8N7H5	TP53	PAF1	NA	STRING score: 899
P04637	P36954	TP53	POLR2I	NA	STRING score: 899
P04637	P01137	TP53	TGFB1	NA	STRING score: 705
P04637	P81172	TP53	HAMP	NA	STRING score: 833
P04637	P49840	TP53	GSK3A	NA	STRING score: 872
P04637	P20719	TP53	HOXA5	NA	STRING score: 905
P04637	P05121	TP53	SERPINE1	NA	STRING score: 916
P04637	O60869	TP53	EDF1	NA	STRING score: 899
P04637	P08670	TP53	VIM	NA	STRING score: 819
P04637	P17844	TP53	DDX5	NA	STRING score: 995
P04637	Q92830	TP53	KAT2A	NA	STRING score: 907
P04637	P02771	TP53	AFP	NA	STRING score: 982
P04637	P27701	TP53	CD82	NA	STRING score: 997
P04637	P11142	TP53	HSPA8	NA	STRING score: 933
P04637	P24385	TP53	CCND1	NA	STRING score: 982
P04637	Q13490	TP53	BIRC2	NA	STRING score: 794
P04637	P46527	TP53	CDKN1B	NA	STRING score: 922
P04637	Q13889	TP53	GTF2H3	NA	STRING score: 914
P04637	P11473	TP53	VDR	NA	STRING score: 963
P04637	Q6NSW7	TP53	NANOG	NA	STRING score: 835
P04637	Q9H9S0	TP53	NANOG	NA	STRING score: 835
P04637	Q9Y478	TP53	PRKAB1	NA	STRING score: 899
P04637	Q16539	TP53	MAPK14	NA	STRING score: 979
P04637	P20226	TP53	TBP	NA	STRING score: 999
P04637	P05112	TP53	IL4	NA	STRING score: 800
P04637	P40692	TP53	MLH1	NA	STRING score: 995
P04637	P41182	TP53	BCL6	NA	STRING score: 995
P04637	Q9H8V3	TP53	ECT2	NA	STRING score: 816
P04637	P19525	TP53	EIF2AK2	NA	STRING score: 985
P04637	P43246	TP53	MSH2	NA	STRING score: 998
P04637	Q03701	TP53	CEBPZ	NA	STRING score: 925
P04637	P08567	TP53	PLEK	NA	STRING score: 800
P04637	P52701	TP53	MSH6	NA	STRING score: 704
P04637	O95140	TP53	MFN2	NA	STRING score: 832
P04637	P07339	TP53	CTSD	NA	STRING score: 980
P04637	Q53FA7	TP53	TP53I3	NA	STRING score: 994
P04637	P28562	TP53	DUSP1	NA	STRING score: 851
P04637	P18146	TP53	EGR1	NA	STRING score: 991
P04637	P25208	TP53	NFYB	NA	STRING score: 969
P04637	P50591	TP53	TNFSF10	NA	STRING score: 966
P04637	Q15672	TP53	TWIST1	NA	STRING score: 833
P04637	P38936	TP53	CDKN1A	NA	STRING score: 999
P04637	P10914	TP53	IRF1	NA	STRING score: 968
P04637	P30305	TP53	CDC25B	NA	STRING score: 729
P04637	P55000	TP53	SLURP1	NA	STRING score: 800
P04637	Q9HB09	TP53	BCL2L12	NA	STRING score: 828
P04637	Q9ULZ3	TP53	PYCARD	NA	STRING score: 907
P04637	Q13526	TP53	PIN1	NA	STRING score: 996
P04637	P04792	TP53	HSPB1	NA	STRING score: 901
P04637	P60896	TP53	SHFM1	NA	STRING score: 907
P04637	P15018	TP53	LIF	NA	STRING score: 916
P04637	Q8IXJ6	TP53	SIRT2	NA	STRING score: 790
P04637	O75925	TP53	PIAS1	NA	STRING score: 993
P04637	P34810	TP53	CD68	NA	STRING score: 720
P04637	Q92843	TP53	BCL2L2	NA	STRING score: 924
P04637	Q15843	TP53	NEDD8	NA	STRING score: 998
P04637	Q7LG56	TP53	RRM2B	NA	STRING score: 999
P04637	P04049	TP53	RAF1	NA	STRING score: 809
P04637	Q9NVC6	TP53	MED17	NA	STRING score: 816
P04637	P19971	TP53	TYMP	NA	STRING score: 805
P04637	Q8IWT3	TP53	CUL9	NA	STRING score: 975
P04637	P13647	TP53	KRT5	NA	STRING score: 810
P04637	O43819	TP53	SCO2	NA	STRING score: 888
P04637	Q99988	TP53	GDF15	NA	STRING score: 995
P04637	O00268	TP53	TAF4	NA	STRING score: 923
P04637	Q13263	TP53	TRIM28	NA	STRING score: 914
P04637	Q9NQX6	TP53	ZNF331	NA	STRING score: 901
P04637	P55055	TP53	NR1H2	NA	STRING score: 961
P04637	Q92922	TP53	SMARCC1	NA	STRING score: 814
P04637	P27694	TP53	RPA1	NA	STRING score: 999
P04637	P78504	TP53	JAG1	NA	STRING score: 706
P04637	P78396	TP53	CCNA1	NA	STRING score: 949
P04637	P78368	TP53	CSNK1G2	NA	STRING score: 902
P04637	P01116	TP53	KRAS	NA	STRING score: 969
P04637	Q9BV47	TP53	DUSP26	NA	STRING score: 929
P04637	Q9H9T3	TP53	ELP3	NA	STRING score: 907
P04637	P14635	TP53	CCNB1	NA	STRING score: 995
P04637	P50613	TP53	CDK7	NA	STRING score: 999
P04637	P40337	TP53	VHL	NA	STRING score: 912
P04637	Q99523	TP53	SORT1	NA	STRING score: 901
P04637	P51946	TP53	CCNH	NA	STRING score: 982
P04637	Q8TDN4	TP53	CABLES1	NA	STRING score: 967
P04637	Q92466	TP53	DDB2	NA	STRING score: 997
P04637	P25054	TP53	APC	NA	STRING score: 981
P04637	P11802	TP53	CDK4	NA	STRING score: 978
P04637	O75529	TP53	TAF5L	NA	STRING score: 899
P04637	Q8N682	TP53	DRAM1	NA	STRING score: 965
P04637	P05231	TP53	IL6	NA	STRING score: 838
P04637	Q8N0Z6	TP53	TTC5	NA	STRING score: 899
P04637	O95251	TP53	KAT7	NA	STRING score: 738
P04637	P48745	TP53	NOV	NA	STRING score: 800
P04637	Q92759	TP53	GTF2H4	NA	STRING score: 914
P04637	Q7Z419	TP53	RNF144B	NA	STRING score: 931
P04637	P45452	TP53	MMP13	NA	STRING score: 802
P04637	P07996	TP53	THBS1	NA	STRING score: 962
P04637	P22607	TP53	FGFR3	NA	STRING score: 814
P04637	Q92547	TP53	TOPBP1	NA	STRING score: 733
P04637	Q99728	TP53	BARD1	NA	STRING score: 996
P04637	O75874	TP53	IDH1	NA	STRING score: 795
P04637	P51948	TP53	MNAT1	NA	STRING score: 964
P04637	P30279	TP53	CCND2	NA	STRING score: 768
P04637	Q86YT6	TP53	MIB1	NA	STRING score: 786
P04637	P12830	TP53	CDH1	NA	STRING score: 904
P04637	P09619	TP53	PDGFRB	NA	STRING score: 911
P04637	Q9GZX9	TP53	TWSG1	NA	STRING score: 782
P04637	Q08999	TP53	RBL2	NA	STRING score: 710
P04637	Q15796	TP53	SMAD2	NA	STRING score: 822
P04637	P25490	TP53	YY1	NA	STRING score: 998
P04637	O15169	TP53	AXIN1	NA	STRING score: 930
P04637	Q92793	TP53	CREBBP	NA	STRING score: 999
P04637	Q96EY1	TP53	DNAJA3	NA	STRING score: 841
P04637	P24864	TP53	CCNE1	NA	STRING score: 804
P04637	P42773	TP53	CDKN2C	NA	STRING score: 740
P04637	P55199	TP53	ELL	NA	STRING score: 817
P04637	P18887	TP53	XRCC1	NA	STRING score: 900
P04637	O00716	TP53	E2F3	NA	STRING score: 790
P04637	Q8N2W9	TP53	PIAS4	NA	STRING score: 897
P04637	P55060	TP53	CSE1L	NA	STRING score: 794
P04637	P27361	TP53	MAPK3	NA	STRING score: 743
P04637	Q9BZG8	TP53	DPH1	NA	STRING score: 747
P04637	Q12824	TP53	SMARCB1	NA	STRING score: 706
P04637	Q8WYQ5	TP53	DGCR8	NA	STRING score: 918
P04637	P08247	TP53	SYP	NA	STRING score: 760
P04637	Q09472	TP53	EP300	NA	STRING score: 999
P04637	Q13489	TP53	BIRC3	NA	STRING score: 805
P04637	Q99856	TP53	ARID3A	NA	STRING score: 992
P04637	P08246	TP53	ELANE	NA	STRING score: 800
P04637	Q53T94	TP53	TAF1B	NA	STRING score: 710
P04637	P16422	TP53	EPCAM	NA	STRING score: 832
P04637	Q92831	TP53	KAT2B	NA	STRING score: 999
P04637	P42336	TP53	PIK3CA	NA	STRING score: 990
P04637	Q16514	TP53	TAF12	NA	STRING score: 899
P04637	P15336	TP53	ATF2	NA	STRING score: 773
P04637	P62258	TP53	YWHAE	NA	STRING score: 737
P04637	P40763	TP53	STAT3	NA	STRING score: 908
P04637	Q9H3D4	TP53	TP63	NA	STRING score: 985
P04637	P05362	TP53	ICAM1	NA	STRING score: 832
P04637	Q9UBK2	TP53	PPARGC1A	NA	STRING score: 923
P04637	P13611	TP53	VCAN	NA	STRING score: 917
P04637	P55212	TP53	CASP6	NA	STRING score: 935
P04637	Q92878	TP53	RAD50	NA	STRING score: 788
P04637	Q14999	TP53	CUL7	NA	STRING score: 885
P04637	Q92794	TP53	KAT6A	NA	STRING score: 710
P04637	P08183	TP53	ABCB1	NA	STRING score: 959
P04637	Q00534	TP53	CDK6	NA	STRING score: 821
P04637	Q8IX12	TP53	CCAR1	NA	STRING score: 744
P04637	O60477	TP53	DBC1	NA	STRING score: 707
P04637	P32780	TP53	GTF2H1	NA	STRING score: 997
P04637	P24941	TP53	CDK2	NA	STRING score: 999
P04637	P06400	TP53	RB1	NA	STRING score: 999
P04637	Q9NR28	TP53	DIABLO	NA	STRING score: 768
P04637	Q06609	TP53	RAD51	NA	STRING score: 998
P04637	P13804	TP53	ETFA	NA	STRING score: 772
P04637	P08069	TP53	IGF1R	NA	STRING score: 935
P04637	P29590	TP53	PML	NA	STRING score: 999
P04637	O75376	TP53	NCOR1	NA	STRING score: 701
P04637	Q9UNS2	TP53	COPS3	NA	STRING score: 814
P04637	Q00610	TP53	CLTC	NA	STRING score: 844
P04637	P18509	TP53	ADCYAP1	NA	STRING score: 800
P04637	P04626	TP53	ERBB2	NA	STRING score: 990
P04637	P57059	TP53	SIK1	NA	STRING score: 907
P04637	P31749	TP53	AKT1	NA	STRING score: 964
P04637	O15514	TP53	POLR2D	NA	STRING score: 899
P04637	P20248	TP53	CCNA2	NA	STRING score: 996
P04637	Q8WTS6	TP53	SETD7	NA	STRING score: 999
P04637	Q13309	TP53	SKP2	NA	STRING score: 989
P04637	Q13888	TP53	GTF2H2	NA	STRING score: 914
P04637	P22033	TP53	MUT	NA	STRING score: 768
P04637	P00533	TP53	EGFR	NA	STRING score: 997
P04637	Q8WWL7	TP53	CCNB3	NA	STRING score: 747
P04637	O14763	TP53	TNFRSF10B	NA	STRING score: 996
P04637	P42772	TP53	CDKN2B	NA	STRING score: 822
P04637	P01562	TP53	IFNA1	NA	STRING score: 832
P04637	P46531	TP53	NOTCH1	NA	STRING score: 849
P04637	P16070	TP53	CD44	NA	STRING score: 860
P04637	Q13315	TP53	ATM	NA	STRING score: 999
P04637	O94776	TP53	MTA2	NA	STRING score: 873
P04637	O14681	TP53	EI24	NA	STRING score: 776
P04637	O14757	TP53	CHEK1	NA	STRING score: 999
P04637	P04198	TP53	MYCN	NA	STRING score: 963
P04637	Q93099	TP53	HGD	NA	STRING score: 738
P04637	P31260	TP53	HOXA10	NA	STRING score: 815
P04637	P17252	TP53	PRKCA	NA	STRING score: 918
P04637	P09936	TP53	UCHL1	NA	STRING score: 925
P04637	Q8WWH4	TP53	ASZ1	NA	STRING score: 816
P04637	P05067	TP53	APP	NA	STRING score: 800
P04637	Q01831	TP53	XPC	NA	STRING score: 961
P04637	P19447	TP53	ERCC3	NA	STRING score: 997
P04637	Q9Y2Y8	TP53	PRG3	NA	STRING score: 894
P04637	O95831	TP53	AIFM1	NA	STRING score: 821
P04637	O60566	TP53	BUB1B	NA	STRING score: 911
P04637	P10721	TP53	KIT	NA	STRING score: 817
P04637	O95067	TP53	CCNB2	NA	STRING score: 781
P04637	P15056	TP53	BRAF	NA	STRING score: 826
P04637	Q8IVS2	TP53	MCAT	NA	STRING score: 924
P04637	P78543	TP53	BTG2	NA	STRING score: 975
P04637	P04271	TP53	S100B	NA	STRING score: 989
P04637	Q15424	TP53	SAFB	NA	STRING score: 805
P04637	P23297	TP53	S100A1	NA	STRING score: 940
P04637	Q92585	TP53	MAML1	NA	STRING score: 864
P04637	P52435	TP53	POLR2J	NA	STRING score: 911
P04637	P22570	TP53	FDXR	NA	STRING score: 982
P04637	O15467	TP53	CCL16	NA	STRING score: 800
P04637	P05787	TP53	KRT8	NA	STRING score: 902
P04637	P01135	TP53	TGFA	NA	STRING score: 992
P04637	Q16270	TP53	IGFBP7	NA	STRING score: 860
P04637	Q7Z3E1	TP53	TIPARP	NA	STRING score: 977
P04637	P52434	TP53	POLR2H	NA	STRING score: 908
P04637	P0C0S5	TP53	H2AFZ	NA	STRING score: 854
P04637	Q8N114	TP53	SHISA5	NA	STRING score: 764
P04637	P08758	TP53	ANXA5	NA	STRING score: 786
P04637	P46821	TP53	MAP1B	NA	STRING score: 918
P04637	O15455	TP53	TLR3	NA	STRING score: 800
P04637	P06748	TP53	NPM1	NA	STRING score: 998
P04637	O15178	TP53	T	NA	STRING score: 844
P04637	P38646	TP53	HSPA9	NA	STRING score: 994
P04637	Q96CF2	TP53	CHMP4C	NA	STRING score: 865
P04637	Q00535	TP53	CDK5	NA	STRING score: 977
P04637	Q14191	TP53	WRN	NA	STRING score: 998
P04637	P52655	TP53	GTF2A1	NA	STRING score: 916
P04637	Q92574	TP53	TSC1	NA	STRING score: 954
P04637	P40305	TP53	IFI27	NA	STRING score: 822
P04637	Q96EB1	TP53	ELP4	NA	STRING score: 899
P04637	Q9NY72	TP53	SCN3B	NA	STRING score: 911
P04637	Q12962	TP53	TAF10	NA	STRING score: 909
P04637	Q8WVC0	TP53	LEO1	NA	STRING score: 899
P04637	P55042	TP53	RRAD	NA	STRING score: 788
P04637	P08254	TP53	MMP3	NA	STRING score: 832
P04637	P53350	TP53	PLK1	NA	STRING score: 993
P04637	P35232	TP53	PHB	NA	STRING score: 966
P04637	Q15648	TP53	MED1	NA	STRING score: 980
P04637	Q8NBR0	TP53	TP53I13	NA	STRING score: 864
P04637	Q66K89	TP53	E4F1	NA	STRING score: 995
P04637	Q16531	TP53	DDB1	NA	STRING score: 840
P04637	P62487	TP53	POLR2G	NA	STRING score: 911
P04637	Q13158	TP53	FADD	NA	STRING score: 796
P04637	Q96KB5	TP53	PBK	NA	STRING score: 941
P04637	P56470	TP53	LGALS4	NA	STRING score: 717
P04637	P16455	TP53	MGMT	NA	STRING score: 962
P04637	O43683	TP53	BUB1	NA	STRING score: 946
P04637	Q07817	TP53	BCL2L1	NA	STRING score: 998
P04637	P05019	TP53	IGF1	NA	STRING score: 841
P04637	P34932	TP53	HSPA4	NA	STRING score: 981
P04637	O15379	TP53	HDAC3	NA	STRING score: 742
P04637	P30304	TP53	CDC25A	NA	STRING score: 961
P04637	Q9H422	TP53	HIPK3	NA	STRING score: 732
P04637	P11230	TP53	CHRNB1	NA	STRING score: 719
P04637	Q6ISU1	TP53	PTCRA	NA	STRING score: 768
P04637	P0CG47	TP53	UBB	NA	STRING score: 847
P04637	P17676	TP53	CEBPB	NA	STRING score: 731
P04637	Q9HCP0	TP53	CSNK1G1	NA	STRING score: 902
P04637	Q9GZV1	TP53	ANKRD2	NA	STRING score: 854
P04637	P01100	TP53	FOS	NA	STRING score: 832
P04637	P61981	TP53	YWHAG	NA	STRING score: 900
P04637	P10145	TP53	IL8	NA	STRING score: 838
P04637	O15297	TP53	PPM1D	NA	STRING score: 987
P04637	P16278	TP53	GLB1	NA	STRING score: 812
P04637	Q9H160	TP53	ING2	NA	STRING score: 980
P04637	Q9NX09	TP53	DDIT4	NA	STRING score: 984
P04637	Q9H205	TP53	OR2AG1	NA	STRING score: 722
P04637	O75528	TP53	TADA3	NA	STRING score: 997
P04637	P30411	TP53	BDKRB2	NA	STRING score: 909
P04637	P17096	TP53	HMGA1	NA	STRING score: 850
P04637	Q12834	TP53	CDC20	NA	STRING score: 849
P04637	Q5JR12	TP53	PPM1J	NA	STRING score: 899
P04637	Q92934	TP53	BAD	NA	STRING score: 768
P04637	Q9BZR8	TP53	BCL2L14	NA	STRING score: 909
P04637	P63104	TP53	YWHAZ	NA	STRING score: 872
P04637	O14683	TP53	TP53I11	NA	STRING score: 738
P04637	O14746	TP53	TERT	NA	STRING score: 968
P04637	Q9BWC9	TP53	CCDC106	NA	STRING score: 956
P04637	P01112	TP53	HRAS	NA	STRING score: 962
P04637	P28906	TP53	CD34	NA	STRING score: 810
P04637	Q9UL03	TP53	INTS6	NA	STRING score: 899
P04637	Q9UBN6	TP53	TNFRSF10D	NA	STRING score: 975
P04637	Q02447	TP53	SP3	NA	STRING score: 845
P04637	Q9UI32	TP53	GLS2	NA	STRING score: 833
P04637	P42574	TP53	CASP3	NA	STRING score: 960
P04637	Q9HA38	TP53	ZMAT3	NA	STRING score: 948
P04637	Q99638	TP53	RAD9A	NA	STRING score: 903
P04637	P09488	TP53	GSTM1	NA	STRING score: 822
P04637	Q15051	TP53	IQCB1	NA	STRING score: 834
P04637	Q8NF64	TP53	ZMIZ2	NA	STRING score: 803
P04637	Q9BRQ8	TP53	AIFM2	NA	STRING score: 982
P04637	O15519	TP53	CFLAR	NA	STRING score: 976
P04637	Q15545	TP53	TAF7	NA	STRING score: 909
P04637	P30876	TP53	POLR2B	NA	STRING score: 911
P04637	P41235	TP53	HNF4A	NA	STRING score: 918
P04637	O14514	TP53	BAI1	NA	STRING score: 960
P04637	P78527	TP53	PRKDC	NA	STRING score: 999
P04637	Q9H4L4	TP53	SENP3	NA	STRING score: 817
P04637	Q14526	TP53	HIC1	NA	STRING score: 995
P04637	P07288	TP53	KLK3	NA	STRING score: 832
P04637	Q9Y6X8	TP53	ZHX2	NA	STRING score: 734
P04637	Q9NS64	TP53	RPRM	NA	STRING score: 933
P04637	P24928	TP53	SLC35G6	NA	STRING score: 923
P04637	Q96EP0	TP53	RNF31	NA	STRING score: 854
P04637	P04818	TP53	TYMS	NA	STRING score: 819
P04637	Q16589	TP53	CCNG2	NA	STRING score: 951
P04637	O00748	TP53	CES2	NA	STRING score: 800
P04637	Q7Z6E9	TP53	RBBP6	NA	STRING score: 916
P04637	P19338	TP53	NCL	NA	STRING score: 827
P04637	P21953	TP53	BCKDHB	NA	STRING score: 962
P04637	Q68E01	TP53	INTS3	NA	STRING score: 899
P04637	P55957	TP53	BID	NA	STRING score: 942
P04637	O14744	TP53	PRMT5	NA	STRING score: 984
P04637	P15559	TP53	NQO1	NA	STRING score: 981
P04637	Q92597	TP53	NDRG1	NA	STRING score: 982
P04637	Q96NJ6	TP53	ZFP3	NA	STRING score: 740
P04637	Q9NXR8	TP53	ING3	NA	STRING score: 796
P04637	Q96IV6	TP53	C5orf4	NA	STRING score: 927
P04637	Q96PM5	TP53	RCHY1	NA	STRING score: 999
P04637	P45984	TP53	MAPK9	NA	STRING score: 998
P04637	P30307	TP53	CDC25C	NA	STRING score: 990
P04637	Q8WYH8	TP53	ING5	NA	STRING score: 985
P04637	P03956	TP53	MMP1	NA	STRING score: 864
P04637	Q14192	TP53	FHL2	NA	STRING score: 859
P04637	Q8TAE8	TP53	GADD45GIP1	NA	STRING score: 776
P04637	Q14683	TP53	SMC1A	NA	STRING score: 708
P04637	P62875	TP53	POLR2L	NA	STRING score: 908
P04637	P11021	TP53	HSPA5	NA	STRING score: 814
P04637	Q9BUR4	TP53	WRAP53	NA	STRING score: 792
P04637	P48730	TP53	CSNK1D	NA	STRING score: 967
P04637	Q15831	TP53	STK11	NA	STRING score: 972
P04637	P63279	TP53	UBE2I	NA	STRING score: 999
P04637	P06401	TP53	PGR	NA	STRING score: 838
P04637	Q86X55	TP53	CARM1	NA	STRING score: 971
P04637	P49959	TP53	MRE11A	NA	STRING score: 828
P04637	Q13794	TP53	PMAIP1	NA	STRING score: 997
P04637	P49768	TP53	PSEN1	NA	STRING score: 832
P04637	Q9BTK6	TP53	C16orf53	NA	STRING score: 873
P04637	Q9UI38	TP53	PRSS50	NA	STRING score: 816
P04637	Q15573	TP53	TAF1A	NA	STRING score: 710
P04637	P35813	TP53	PPM1A	NA	STRING score: 853
P04637	P78560	TP53	CRADD	NA	STRING score: 729
P04637	Q6P9B9	TP53	INTS5	NA	STRING score: 899
P04637	Q96IZ0	TP53	PAWR	NA	STRING score: 705
P04637	Q9UBC3	TP53	DNMT3B	NA	STRING score: 774
P04637	Q92994	TP53	BRF1	NA	STRING score: 791
P04637	P08729	TP53	KRT7	NA	STRING score: 784
P04637	P08047	TP53	SP1	NA	STRING score: 999
P04637	P10415	TP53	BCL2	NA	STRING score: 999
P04637	P55211	TP53	CASP9	NA	STRING score: 809
P04637	Q71UM5	TP53	RPS27L	NA	STRING score: 929
P04637	P19544	TP53	WT1	NA	STRING score: 993
