uniprotkb	uniprotkb	proteinName	proteinName	PubmedID	Evidence
P04637	Q7Z6G8	TP53	ANKS1B	NA	STRING score: 830
P04637	Q05655	TP53	PRKCD	NA	STRING score: 981
P04637	Q13635	TP53	PTCH1	NA	STRING score: 795
P04637	P52292	TP53	KPNA2	NA	STRING score: 824
P04637	Q99608	TP53	NDN	NA	STRING score: 861
P04637	Q9NQR1	TP53	SETD8	NA	STRING score: 944
P04637	Q15139	TP53	PRKD1	NA	STRING score: 800
P04637	Q13330	TP53	MTA1	NA	STRING score: 951
P04637	Q15759	TP53	MAPK11	NA	STRING score: 968
P04637	Q99828	TP53	CIB1	NA	STRING score: 728
P04637	Q401N2	TP53	ZACN	NA	STRING score: 876
P04637	P07900	TP53	HSP90AA1	NA	STRING score: 996
P04637	Q14568	TP53	HSP90AA1	NA	STRING score: 996
P04637	Q6IS14	TP53	EIF5A	NA	STRING score: 830
P04637	P63241	TP53	EIF5A	NA	STRING score: 830
P04637	P55273	TP53	CDKN2D	NA	STRING score: 700
P04637	O00255	TP53	MEN1	NA	STRING score: 746
P04637	P04179	TP53	SOD2	NA	STRING score: 866
P04637	P16083	TP53	NQO2	NA	STRING score: 793
P04637	Q9HB75	TP53	PIDD	NA	STRING score: 981
P04637	Q16665	TP53	HIF1A	NA	STRING score: 999
P04637	Q13241	TP53	KLRD1	NA	STRING score: 800
P04637	P01344	TP53	IGF2	NA	STRING score: 892
P04637	Q8TAQ5	TP53	ZNF420	NA	STRING score: 961
P04637	Q96PM9	TP53	ZNF385A	NA	STRING score: 702
P04637	O14920	TP53	IKBKB	NA	STRING score: 713
P04637	Q03135	TP53	CAV1	NA	STRING score: 916
P04637	Q03405	TP53	PLAUR	NA	STRING score: 815
P04637	O43524	TP53	FOXO3	NA	STRING score: 772
P04637	P16403	TP53	HIST1H1C	NA	STRING score: 849
P04637	Q9NRR4	TP53	DROSHA	NA	STRING score: 989
P04637	Q9HBM6	TP53	TAF9B	NA	STRING score: 978
P04637	P10809	TP53	HSPD1	NA	STRING score: 803
P04637	Q99732	TP53	LITAF	NA	STRING score: 842
P04637	P13987	TP53	CD59	NA	STRING score: 834
P04637	Q5VWG9	TP53	TAF3	NA	STRING score: 899
P04637	Q99497	TP53	PARK7	NA	STRING score: 858
P04637	P35638	TP53	DDIT3	NA	STRING score: 817
P04637	P31947	TP53	SFN	NA	STRING score: 959
P04637	Q05397	TP53	PTK2	NA	STRING score: 987
P04637	Q13485	TP53	SMAD4	NA	STRING score: 824
P04637	Q13625	TP53	TP53BP2	NA	STRING score: 999
P04637	Q99558	TP53	MAP3K14	NA	STRING score: 832
P04637	P49789	TP53	FHIT	NA	STRING score: 821
P04637	Q92630	TP53	DYRK2	NA	STRING score: 992
P04637	P09429	TP53	HMGB1	NA	STRING score: 938
P04637	Q75QN2	TP53	INTS8	NA	STRING score: 899
P04637	Q9UJX0	TP53	OSGIN1	NA	STRING score: 823
P04637	O43542	TP53	XRCC3	NA	STRING score: 719
P04637	Q93009	TP53	USP7	NA	STRING score: 999
P04637	Q13535	TP53	ATR	NA	STRING score: 997
P04637	Q92731	TP53	ESR2	NA	STRING score: 819
P04637	Q96A56	TP53	TP53INP1	NA	STRING score: 999
P04637	P68036	TP53	UBE2L3	NA	STRING score: 713
P04637	P18847	TP53	ATF3	NA	STRING score: 999
P04637	P35222	TP53	CTNNB1	NA	STRING score: 864
P04637	P43354	TP53	NR4A2	NA	STRING score: 800
P04637	P49848	TP53	TAF6	NA	STRING score: 986
P04637	P51959	TP53	CCNG1	NA	STRING score: 998
P04637	P35240	TP53	NF2	NA	STRING score: 847
P04637	P0CG48	TP53	UBC	NA	STRING score: 999
P04637	O95997	TP53	PTTG1	NA	STRING score: 982
P04637	Q9NZH5	TP53	PTTG1	NA	STRING score: 982
P04637	P46734	TP53	MAP2K3	NA	STRING score: 820
P04637	P07711	TP53	CTSL1	NA	STRING score: 832
P04637	Q01094	TP53	E2F1	NA	STRING score: 996
P04637	P23511	TP53	NFYA	NA	STRING score: 977
P04637	A6NMY6	TP53	ANXA2	NA	STRING score: 802
P04637	P07355	TP53	ANXA2	NA	STRING score: 802
P04637	Q03518	TP53	TAP1	NA	STRING score: 835
P04637	P26447	TP53	S100A4	NA	STRING score: 998
P04637	Q8TAP4	TP53	LMO3	NA	STRING score: 850
P04637	P43699	TP53	NKX2-1	NA	STRING score: 772
P04637	Q96HW7	TP53	INTS4	NA	STRING score: 899
P04637	P49757	TP53	NUMB	NA	STRING score: 748
P04637	P54132	TP53	BLM	NA	STRING score: 999
P04637	P98170	TP53	XIAP	NA	STRING score: 820
P04637	P28715	TP53	ERCC5	NA	STRING score: 979
P04637	P25445	TP53	FAS	NA	STRING score: 972
P04637	Q03468	TP53	ERCC6	NA	STRING score: 881
P04637	Q9NR12	TP53	PDLIM7	NA	STRING score: 768
P04637	P17735	TP53	TAT	NA	STRING score: 802
P04637	O60341	TP53	KDM1A	NA	STRING score: 884
P04637	Q8IUQ4	TP53	SIAH1	NA	STRING score: 949
P04637	P49917	TP53	LIG4	NA	STRING score: 738
P04637	Q9NS23	TP53	RASSF1	NA	STRING score: 960
P04637	O43272	TP53	PRODH	NA	STRING score: 832
P04637	P38398	TP53	BRCA1	NA	STRING score: 999
P04637	Q92905	TP53	COPS5	NA	STRING score: 999
P04637	P53355	TP53	DAPK1	NA	STRING score: 907
P04637	P08235	TP53	NR3C2	NA	STRING score: 808
P04637	Q02548	TP53	PAX5	NA	STRING score: 885
P04637	P54760	TP53	EPHB4	NA	STRING score: 815
P04637	Q6IA86	TP53	ELP2	NA	STRING score: 899
P04637	P21359	TP53	NF1	NA	STRING score: 987
P04637	P29317	TP53	EPHA2	NA	STRING score: 981
P04637	Q14790	TP53	CASP8	NA	STRING score: 982
P04637	P04629	TP53	NTRK1	NA	STRING score: 815
P04637	P61244	TP53	MAX	NA	STRING score: 925
P04637	A6H8Y1	TP53	BDP1	NA	STRING score: 795
P04637	P30622	TP53	CLIP1	NA	STRING score: 815
P04637	P26715	TP53	KLRC1	NA	STRING score: 800
P04637	P53779	TP53	MAPK10	NA	STRING score: 957
P04637	P12956	TP53	XRCC6	NA	STRING score: 990
P04637	Q03164	TP53	MLL	NA	STRING score: 706
P04637	P26358	TP53	DNMT1	NA	STRING score: 959
P04637	P39060	TP53	COL18A1	NA	STRING score: 978
P04637	P49674	TP53	CSNK1E	NA	STRING score: 902
P04637	Q8IWU5	TP53	SULF2	NA	STRING score: 821
P04637	O14727	TP53	APAF1	NA	STRING score: 998
P04637	P15036	TP53	ETS2	NA	STRING score: 856
P04637	P45983	TP53	MAPK8	NA	STRING score: 999
P04637	Q14574	TP53	DSC3	NA	STRING score: 815
P04637	Q96ST3	TP53	SIN3A	NA	STRING score: 857
P04637	Q9NS56	TP53	TOPORS	NA	STRING score: 991
P04637	Q9UQR1	TP53	ZNF148	NA	STRING score: 813
P04637	P31641	TP53	SLC6A6	NA	STRING score: 815
P04637	Q9NPP4	TP53	NLRC4	NA	STRING score: 979
P04637	Q8WUF5	TP53	PPP1R13L	NA	STRING score: 999
P04637	P42224	TP53	STAT1	NA	STRING score: 884
P04637	P11387	TP53	TOP1	NA	STRING score: 997
P04637	P42345	TP53	MTOR	NA	STRING score: 983
P04637	Q15544	TP53	TAF11	NA	STRING score: 899
P04637	Q6GPH4	TP53	XAF1	NA	STRING score: 907
P04637	Q9HCI5	TP53	MAGEE1	NA	STRING score: 758
P04637	Q6PD62	TP53	CTR9	NA	STRING score: 899
P04637	Q15543	TP53	TAF13	NA	STRING score: 899
P04637	P08727	TP53	KRT19	NA	STRING score: 951
P04637	Q8N726	TP53	CDKN2A	NA	STRING score: 999
P04637	P01019	TP53	AGT	NA	STRING score: 800
P04637	P09874	TP53	PARP1	NA	STRING score: 999
P04637	O60260	TP53	PARK2	NA	STRING score: 822
P04637	Q9NRG4	TP53	SMYD2	NA	STRING score: 996
P04637	Q9NVH2	TP53	INTS7	NA	STRING score: 899
P04637	O15151	TP53	MDM4	NA	STRING score: 999
P04637	Q8IZT6	TP53	ASPM	NA	STRING score: 953
P04637	Q6P1J9	TP53	CDC73	NA	STRING score: 907
P04637	P35354	TP53	PTGS2	NA	STRING score: 982
P04637	Q8NHY2	TP53	RFWD2	NA	STRING score: 983
P04637	P48023	TP53	FASLG	NA	STRING score: 867
P04637	Q12983	TP53	BNIP3	NA	STRING score: 947
P04637	P29034	TP53	S100A2	NA	STRING score: 999
P04637	P06703	TP53	S100A6	NA	STRING score: 958
P04637	Q07820	TP53	MCL1	NA	STRING score: 995
P04637	O75626	TP53	PRDM1	NA	STRING score: 980
P04637	P24863	TP53	CCNC	NA	STRING score: 735
P04637	P19256	TP53	CD58	NA	STRING score: 802
P04637	P01111	TP53	NRAS	NA	STRING score: 852
P04637	O75934	TP53	BCAS2	NA	STRING score: 819
P04637	Q16690	TP53	DUSP5	NA	STRING score: 983
P04637	Q15542	TP53	TAF5	NA	STRING score: 910
P04637	Q7Z2D5	TP53	Q7Z2D5	NA	STRING score: 949
P04637	P52954	TP53	LBX1	NA	STRING score: 800
P04637	P46777	TP53	RPL5	NA	STRING score: 969
P04637	O15111	TP53	CHUK	NA	STRING score: 837
P04637	P29965	TP53	CD40LG	NA	STRING score: 932
P04637	Q93096	TP53	PTP4A1	NA	STRING score: 846
P04637	Q96T76	TP53	MMS19	NA	STRING score: 899
P04637	P24522	TP53	GADD45A	NA	STRING score: 998
P04637	O60880	TP53	SH2D1A	NA	STRING score: 916
P04637	P04053	TP53	DNTT	NA	STRING score: 815
P04637	Q9BX74	TP53	TM2D1	NA	STRING score: 856
P04637	P05412	TP53	JUN	NA	STRING score: 965
P04637	P54646	TP53	PRKAA2	NA	STRING score: 700
P04637	Q15392	TP53	DHCR24	NA	STRING score: 933
P04637	O43286	TP53	B4GALT5	NA	STRING score: 800
P04637	P60484	TP53	PTEN	NA	STRING score: 999
P04637	Q92698	TP53	RAD54L	NA	STRING score: 829
P04637	P15692	TP53	VEGFA	NA	STRING score: 961
P04637	Q96GM8	TP53	TOE1	NA	STRING score: 938
P04637	Q96S44	TP53	TP53RK	NA	STRING score: 991
P04637	Q9H4B4	TP53	PLK3	NA	STRING score: 999
P04637	P67809	TP53	YBX1	NA	STRING score: 995
P04637	P20800	TP53	EDN2	NA	STRING score: 899
P04637	Q14249	TP53	ENDOG	NA	STRING score: 724
P04637	P00749	TP53	PLAU	NA	STRING score: 825
P04637	Q9Y5S8	TP53	NOX1	NA	STRING score: 832
P04637	Q7Z7C8	TP53	TAF8	NA	STRING score: 916
P04637	P30281	TP53	CCND3	NA	STRING score: 810
P04637	P50750	TP53	CDK9	NA	STRING score: 977
P04637	Q13547	TP53	HDAC1	NA	STRING score: 999
P04637	Q9HC98	TP53	NEK6	NA	STRING score: 824
P04637	P15927	TP53	RPA2	NA	STRING score: 907
P04637	P17661	TP53	DES	NA	STRING score: 797
P04637	O94907	TP53	DKK1	NA	STRING score: 983
P04637	Q13976	TP53	PRKG1	NA	STRING score: 800
P04637	Q16611	TP53	BAK1	NA	STRING score: 998
P04637	P10599	TP53	TXN	NA	STRING score: 925
P04637	P62913	TP53	RPL11	NA	STRING score: 994
P04637	Q02535	TP53	ID3	NA	STRING score: 831
P04637	O95163	TP53	IKBKAP	NA	STRING score: 901
P04637	P10275	TP53	AR	NA	STRING score: 985
P04637	Q9HAV5	TP53	EDA2R	NA	STRING score: 873
P04637	P23025	TP53	XPA	NA	STRING score: 770
P04637	P16104	TP53	H2AFX	NA	STRING score: 988
P04637	O60729	TP53	CDC14B	NA	STRING score: 892
P04637	Q5JVS0	TP53	HABP4	NA	STRING score: 917
P04637	Q14186	TP53	TFDP1	NA	STRING score: 974
P04637	Q9UM07	TP53	PADI4	NA	STRING score: 973
P04637	Q13105	TP53	ZBTB17	NA	STRING score: 900
P04637	Q9UK53	TP53	ING1	NA	STRING score: 998
P04637	P33552	TP53	CKS2	NA	STRING score: 823
P04637	Q9BZS1	TP53	FOXP3	NA	STRING score: 832
P04637	O00273	TP53	DFFA	NA	STRING score: 718
P04637	Q13887	TP53	KLF5	NA	STRING score: 831
P04637	P01106	TP53	MYC	NA	STRING score: 997
P04637	Q9GZU0	TP53	C6orf62	NA	STRING score: 747
P04637	Q6P1X5	TP53	TAF2	NA	STRING score: 899
P04637	O15350	TP53	TP73	NA	STRING score: 970
P04637	Q15572	TP53	TAF1C	NA	STRING score: 710
P04637	P12004	TP53	PCNA	NA	STRING score: 996
P04637	Q9H4X1	TP53	C13orf15	NA	STRING score: 983
P04637	Q86TM3	TP53	DDX53	NA	STRING score: 800
P04637	Q16254	TP53	E2F4	NA	STRING score: 817
P04637	Q12778	TP53	FOXO1	NA	STRING score: 792
P04637	Q00765	TP53	REEP5	NA	STRING score: 772
P04637	P04798	TP53	CYP1A1	NA	STRING score: 758
P04637	P51587	TP53	BRCA2	NA	STRING score: 996
P04637	P29377	TP53	S100G	NA	STRING score: 800
P04637	P01563	TP53	IFNA2	NA	STRING score: 702
P04637	O60238	TP53	BNIP3L	NA	STRING score: 925
P04637	Q9Y3D8	TP53	TAF9	NA	STRING score: 841
P04637	Q99626	TP53	CDX2	NA	STRING score: 777
P04637	P49336	TP53	CDK8	NA	STRING score: 808
P04637	Q12888	TP53	TP53BP1	NA	STRING score: 999
P04637	Q9NRM7	TP53	LATS2	NA	STRING score: 843
P04637	P28360	TP53	MSX1	NA	STRING score: 932
P04637	P36952	TP53	SERPINB5	NA	STRING score: 995
P04637	P17643	TP53	TYRP1	NA	STRING score: 916
P04637	Q5VTR2	TP53	RNF20	NA	STRING score: 978
P04637	P02812	TP53	PRB2	NA	STRING score: 712
P04637	P04280	TP53	PRB2	NA	STRING score: 712
P04637	O75909	TP53	CCNK	NA	STRING score: 910
P04637	P18074	TP53	ERCC2	NA	STRING score: 993
P04637	Q9BUJ2	TP53	HNRNPUL1	NA	STRING score: 962
P04637	P63165	TP53	SUMO1	NA	STRING score: 998
P04637	O94763	TP53	C19orf2	NA	STRING score: 899
P04637	Q658P3	TP53	STEAP3	NA	STRING score: 987
P04637	Q8N9N5	TP53	BANP	NA	STRING score: 976
P04637	P11413	TP53	G6PD	NA	STRING score: 800
P04637	O43663	TP53	PRC1	NA	STRING score: 818
P04637	Q6FI81	TP53	CIAPIN1	NA	STRING score: 825
P04637	P35269	TP53	GTF2F1	NA	STRING score: 899
P04637	Q9NPI1	TP53	BRD7	NA	STRING score: 845
P04637	P09341	TP53	CXCL1	NA	STRING score: 845
P04637	P52657	TP53	GTF2A2	NA	STRING score: 902
P04637	Q8N9B5	TP53	JMY	NA	STRING score: 897
P04637	Q9UNL4	TP53	ING4	NA	STRING score: 999
P04637	Q05086	TP53	UBE3A	NA	STRING score: 970
P04637	Q9NVR2	TP53	INTS10	NA	STRING score: 899
P04637	Q92769	TP53	HDAC2	NA	STRING score: 864
P04637	P09211	TP53	GSTP1	NA	STRING score: 953
P04637	O75928	TP53	PIAS2	NA	STRING score: 868
P04637	P47871	TP53	GCGR	NA	STRING score: 726
P04637	Q04206	TP53	RELA	NA	STRING score: 918
P04637	Q15717	TP53	ELAVL1	NA	STRING score: 824
P04637	O15315	TP53	RAD51B	NA	STRING score: 854
P04637	Q8N201	TP53	INTS1	NA	STRING score: 899
P04637	Q9NZC7	TP53	WWOX	NA	STRING score: 996
P04637	Q86XR7	TP53	TICAM2	NA	STRING score: 946
P04637	Q9BYW2	TP53	SETD2	NA	STRING score: 981
P04637	Q9H0N0	TP53	RAB6C	NA	STRING score: 884
P04637	P16220	TP53	CREB1	NA	STRING score: 980
P04637	P62987	TP53	UBA52	NA	STRING score: 834
P04637	Q96F07	TP53	CYFIP2	NA	STRING score: 955
P04637	P01375	TP53	TNF	NA	STRING score: 872
P04637	Q9BUP3	TP53	HTATIP2	NA	STRING score: 816
P04637	Q9BVP2	TP53	GNL3	NA	STRING score: 884
P04637	Q96FX8	TP53	PERP	NA	STRING score: 978
P04637	Q9NV88	TP53	INTS9	NA	STRING score: 899
P04637	P30291	TP53	WEE1	NA	STRING score: 718
P04637	P61218	TP53	POLR2F	NA	STRING score: 911
P04637	Q9UER7	TP53	DAXX	NA	STRING score: 988
P04637	P40424	TP53	PBX1	NA	STRING score: 845
P04637	Q6W4X9	TP53	MUC6	NA	STRING score: 769
P04637	P07203	TP53	GPX1	NA	STRING score: 916
P04637	A6NDN3	TP53	GOLGA6B	NA	STRING score: 815
P04637	Q96GC6	TP53	ZNF274	NA	STRING score: 899
P04637	P11388	TP53	TOP2A	NA	STRING score: 977
P04637	P49918	TP53	CDKN1C	NA	STRING score: 770
P04637	Q9H0H0	TP53	INTS2	NA	STRING score: 899
P04637	P23560	TP53	BDNF	NA	STRING score: 916
P04637	Q8NI17	TP53	IL31RA	NA	STRING score: 802
P04637	Q00987	TP53	MDM2	NA	STRING score: 999
P04637	Q1L6U9	TP53	MSMP	NA	STRING score: 780
P04637	P62937	TP53	PPIA	NA	STRING score: 802
P04637	Q99612	TP53	KLF6	NA	STRING score: 765
P04626	P04637	ERBB2	TP53	NA	STRING score: 990
P00441	P00390	SOD1	GSR	NA	STRING score: 782
P57059	P04637	SIK1	TP53	NA	STRING score: 907
P31749	P04637	AKT1	TP53	NA	STRING score: 964
P52209	P00390	PGD	GSR	NA	STRING score: 902
Q70IA8	Q13625	MOBKL2C	TP53BP2	NA	STRING score: 899
Q9Y3C4	Q96S44	TPRKB	TP53RK	NA	STRING score: 997
O15514	P04637	POLR2D	TP53	NA	STRING score: 899
P02774	P01241	GC	GH1	NA	STRING score: 784
P20248	P04637	CCNA2	TP53	NA	STRING score: 996
Q8WTS6	P04637	SETD7	TP53	NA	STRING score: 999
Q13309	P04637	SKP2	TP53	NA	STRING score: 989
Q13888	P04637	GTF2H2	TP53	NA	STRING score: 914
P22033	P04637	MUT	TP53	NA	STRING score: 768
P00533	P04637	EGFR	TP53	NA	STRING score: 997
P00533	P01241	EGFR	GH1	NA	STRING score: 800
Q8WWL7	P04637	CCNB3	TP53	NA	STRING score: 747
O14763	P04637	TNFRSF10B	TP53	NA	STRING score: 996
P42772	P04637	CDKN2B	TP53	NA	STRING score: 822
P01562	P04637	IFNA1	TP53	NA	STRING score: 832
P09466	P01241	PAEP	GH1	NA	STRING score: 954
P46531	P04637	NOTCH1	TP53	NA	STRING score: 849
P16070	P04637	CD44	TP53	NA	STRING score: 860
Q13315	P04637	ATM	TP53	NA	STRING score: 999
Q13315	Q12888	ATM	TP53BP1	NA	STRING score: 997
O94776	P04637	MTA2	TP53	NA	STRING score: 873
O14681	Q53FA7	EI24	TP53I3	NA	STRING score: 800
O14681	P04637	EI24	TP53	NA	STRING score: 776
O14757	P04637	CHEK1	TP53	NA	STRING score: 999
O14757	Q12888	CHEK1	TP53BP1	NA	STRING score: 984
P04198	P04637	MYCN	TP53	NA	STRING score: 963
Q93099	P04637	HGD	TP53	NA	STRING score: 738
P31260	P04637	HOXA10	TP53	NA	STRING score: 815
P17252	P04637	PRKCA	TP53	NA	STRING score: 918
P09936	P04637	UCHL1	TP53	NA	STRING score: 925
Q7RTV2	P00390	GSTA5	GSR	NA	STRING score: 912
Q16821	P01241	PPP1R3A	GH1	NA	STRING score: 742
Q8WWH4	P04637	ASZ1	TP53	NA	STRING score: 816
P05067	P04637	APP	TP53	NA	STRING score: 800
Q01831	P04637	XPC	TP53	NA	STRING score: 961
P19447	P04637	ERCC3	TP53	NA	STRING score: 997
P15121	P00390	AKR1B1	GSR	NA	STRING score: 730
Q9Y2Y8	P04637	PRG3	TP53	NA	STRING score: 894
O95831	P04637	AIFM1	TP53	NA	STRING score: 821
O60566	P04637	BUB1B	TP53	NA	STRING score: 911
P61278	P01241	SST	GH1	NA	STRING score: 914
Q9BXW9	Q12888	FANCD2	TP53BP1	NA	STRING score: 702
P10721	P04637	KIT	TP53	NA	STRING score: 817
O95067	P04637	CCNB2	TP53	NA	STRING score: 781
P15056	P04637	BRAF	TP53	NA	STRING score: 826
P09093	Q13625	CELA3A	TP53BP2	NA	STRING score: 899
Q8IVS2	P04637	MCAT	TP53	NA	STRING score: 924
P78543	P04637	BTG2	TP53	NA	STRING score: 975
P04731	P00390	MT1A	GSR	NA	STRING score: 724
P04271	P04637	S100B	TP53	NA	STRING score: 989
Q15424	P04637	SAFB	TP53	NA	STRING score: 805
P23297	P04637	S100A1	TP53	NA	STRING score: 940
Q92585	P04637	MAML1	TP53	NA	STRING score: 864
P52435	P04637	POLR2J	TP53	NA	STRING score: 911
P22570	P04637	FDXR	TP53	NA	STRING score: 982
O15467	P04637	CCL16	TP53	NA	STRING score: 800
P05787	P04637	KRT8	TP53	NA	STRING score: 902
P35346	P01241	SSTR5	GH1	NA	STRING score: 777
O60760	P00390	HPGDS	GSR	NA	STRING score: 748
P01135	P04637	TGFA	TP53	NA	STRING score: 992
Q16270	P04637	IGFBP7	TP53	NA	STRING score: 860
Q7Z3E1	P04637	TIPARP	TP53	NA	STRING score: 977
Q9UBX0	P01241	HESX1	GH1	NA	STRING score: 786
Q8TDB6	Q12888	DTX3L	TP53BP1	NA	STRING score: 728
P52434	P04637	POLR2H	TP53	NA	STRING score: 908
P0C0S5	P04637	H2AFZ	TP53	NA	STRING score: 854
Q8N114	P04637	SHISA5	TP53	NA	STRING score: 764
P08758	P04637	ANXA5	TP53	NA	STRING score: 786
Q8TED1	P00390	GPX8	GSR	NA	STRING score: 900
P46821	P04637	MAP1B	TP53	NA	STRING score: 918
O15455	P04637	TLR3	TP53	NA	STRING score: 800
P06748	P04637	NPM1	TP53	NA	STRING score: 998
O15178	P04637	T	TP53	NA	STRING score: 844
P38646	P04637	HSPA9	TP53	NA	STRING score: 994
Q96CF2	P04637	CHMP4C	TP53	NA	STRING score: 865
Q00535	P04637	CDK5	TP53	NA	STRING score: 977
Q14191	P04637	WRN	TP53	NA	STRING score: 998
P52655	P04637	GTF2A1	TP53	NA	STRING score: 916
Q92574	P04637	TSC1	TP53	NA	STRING score: 954
P40305	P04637	IFI27	TP53	NA	STRING score: 822
Q96EB1	P04637	ELP4	TP53	NA	STRING score: 899
Q16635	Q13625	TAZ	TP53BP2	NA	STRING score: 905
Q9NY72	P04637	SCN3B	TP53	NA	STRING score: 911
Q12962	P04637	TAF10	TP53	NA	STRING score: 909
Q8WVC0	P04637	LEO1	TP53	NA	STRING score: 899
P55042	P04637	RRAD	TP53	NA	STRING score: 788
P08254	P04637	MMP3	TP53	NA	STRING score: 832
P53350	P04637	PLK1	TP53	NA	STRING score: 993
P53350	Q12888	PLK1	TP53BP1	NA	STRING score: 943
P35232	P04637	PHB	TP53	NA	STRING score: 966
Q15648	P04637	MED1	TP53	NA	STRING score: 980
Q8NBR0	P04637	TP53I13	TP53	NA	STRING score: 864
P04183	P01241	TK1	GH1	NA	STRING score: 808
Q66K89	P04637	E4F1	TP53	NA	STRING score: 995
Q16531	P04637	DDB1	TP53	NA	STRING score: 840
P62487	P04637	POLR2G	TP53	NA	STRING score: 911
Q13158	P04637	FADD	TP53	NA	STRING score: 796
Q6AZY7	Q12888	SCARA3	TP53BP1	NA	STRING score: 794
Q96KB5	P04637	PBK	TP53	NA	STRING score: 941
Q13519	Q8IXH6	PNOC	TP53INP2	NA	STRING score: 710
P56470	P04637	LGALS4	TP53	NA	STRING score: 717
P16455	P04637	MGMT	TP53	NA	STRING score: 962
O43683	P04637	BUB1	TP53	NA	STRING score: 946
Q07817	P04637	BCL2L1	TP53	NA	STRING score: 998
P05019	P04637	IGF1	TP53	NA	STRING score: 841
P05019	Q14406	IGF1	GH1	NA	STRING score: 767
P05019	P01241	IGF1	GH1	NA	STRING score: 943
P34932	P04637	HSPA4	TP53	NA	STRING score: 981
P34932	Q96A56	HSPA4	TP53INP1	NA	STRING score: 748
O15379	P04637	HDAC3	TP53	NA	STRING score: 742
P30304	P04637	CDC25A	TP53	NA	STRING score: 961
P30304	Q12888	CDC25A	TP53BP1	NA	STRING score: 894
Q9H422	P04637	HIPK3	TP53	NA	STRING score: 732
P11230	P04637	CHRNB1	TP53	NA	STRING score: 719
Q6ISU1	P04637	PTCRA	TP53	NA	STRING score: 768
P0CG47	P04637	UBB	TP53	NA	STRING score: 847
P17676	P04637	CEBPB	TP53	NA	STRING score: 731
P21217	Q8IXH6	FUT3	TP53INP2	NA	STRING score: 744
Q9HCP0	P04637	CSNK1G1	TP53	NA	STRING score: 902
Q9GZV1	P04637	ANKRD2	TP53	NA	STRING score: 854
P01100	P04637	FOS	TP53	NA	STRING score: 832
P61981	P04637	YWHAG	TP53	NA	STRING score: 900
P10145	P04637	IL8	TP53	NA	STRING score: 838
O15297	P04637	PPM1D	TP53	NA	STRING score: 987
P16278	P04637	GLB1	TP53	NA	STRING score: 812
Q9H160	P04637	ING2	TP53	NA	STRING score: 980
Q9NX09	P04637	DDIT4	TP53	NA	STRING score: 984
Q9H205	P04637	OR2AG1	TP53	NA	STRING score: 722
O75528	P04637	TADA3	TP53	NA	STRING score: 997
P30411	P04637	BDKRB2	TP53	NA	STRING score: 909
P17096	P04637	HMGA1	TP53	NA	STRING score: 850
Q12834	P04637	CDC20	TP53	NA	STRING score: 849
Q5JR12	P04637	PPM1J	TP53	NA	STRING score: 899
Q92934	P04637	BAD	TP53	NA	STRING score: 768
Q9BZR8	P04637	BCL2L14	TP53	NA	STRING score: 909
P63104	P04637	YWHAZ	TP53	NA	STRING score: 872
Q14406	Q14973	GH1	SLC10A1	NA	STRING score: 704
Q14406	P10912	GH1	GHR	NA	STRING score: 999
Q14406	P05231	GH1	IL6	NA	STRING score: 723
Q14406	P05019	GH1	IGF1	NA	STRING score: 767
Q14406	P08047	GH1	SP1	NA	STRING score: 708
Q14406	P16471	GH1	PRLR	NA	STRING score: 891
O14683	P04637	TP53I11	TP53	NA	STRING score: 738
O14683	P24522	TP53I11	GADD45A	NA	STRING score: 712
O14746	P04637	TERT	TP53	NA	STRING score: 968
Q9BWC9	P04637	CCDC106	TP53	NA	STRING score: 956
P01112	P04637	HRAS	TP53	NA	STRING score: 962
P28906	P04637	CD34	TP53	NA	STRING score: 810
Q9UL03	P04637	INTS6	TP53	NA	STRING score: 899
Q9UBN6	P04637	TNFRSF10D	TP53	NA	STRING score: 975
Q02447	P04637	SP3	TP53	NA	STRING score: 845
Q9UI32	P04637	GLS2	TP53	NA	STRING score: 833
P42574	P04637	CASP3	TP53	NA	STRING score: 960
Q9HA38	P04637	ZMAT3	TP53	NA	STRING score: 948
O75360	P01241	PROP1	GH1	NA	STRING score: 960
Q99638	P04637	RAD9A	TP53	NA	STRING score: 903
P09488	P00390	GSTM1	GSR	NA	STRING score: 912
P09488	P04637	GSTM1	TP53	NA	STRING score: 822
Q15051	P04637	IQCB1	TP53	NA	STRING score: 834
Q8NF64	P04637	ZMIZ2	TP53	NA	STRING score: 803
P25098	Q8IXH6	ADRBK1	TP53INP2	NA	STRING score: 937
Q9BRQ8	P04637	AIFM2	TP53	NA	STRING score: 982
O15519	P04637	CFLAR	TP53	NA	STRING score: 976
P01241	Q9HD89	GH1	RETN	NA	STRING score: 815
P01241	P05813	GH1	CRYBA1	NA	STRING score: 771
P01241	P10912	GH1	GHR	NA	STRING score: 999
P01241	P01286	GH1	GHRH	NA	STRING score: 970
P01241	Q92847	GH1	GHSR	NA	STRING score: 802
P01241	P01225	GH1	FSHB	NA	STRING score: 734
P01241	P01222	GH1	TSHB	NA	STRING score: 731
P01241	P04921	GH1	GYPC	NA	STRING score: 786
P01241	O60603	GH1	TLR2	NA	STRING score: 855
P01241	Q969G2	GH1	LHX4	NA	STRING score: 741
P01241	Q15223	GH1	PVRL1	NA	STRING score: 764
P01241	P30872	GH1	SSTR1	NA	STRING score: 803
P01241	P02774	GH1	GC	NA	STRING score: 784
